Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,TaxonCode,Previously_Obs,Month,Hour,Season,Observation_Duration
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Wood Thrush,Hylocichla mustelina,True,True,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Black-and-white Warbler,Mniotilta varia,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,False,True,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Hooded Warbler,Setophaga citrina,False,True,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,False,False,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0601,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Pine Warbler,Setophaga pinus,False,True,21.6000003814697,77.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,,American Crow,Corvus brachyrhynchos,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Phoebe,Sayornis phoebe,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Phoebe,Sayornis phoebe,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,False,,American Goldfinch,Spinus tristis,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,American Goldfinch,Spinus tristis,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Pine Warbler,Setophaga pinus,False,True,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,False,True,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,False,True,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0516,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Mourning Dove,Zenaida macroura,False,False,21.2000007629395,84.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,False,True,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,,Brown-headed Cowbird,Molothrus ater,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 11,PRWI-0546,Forest,2018,2018-06-09,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.6000003814697,83.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0744,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0744,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0744,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0744,Forest,2018,2018-06-10,,,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0744,Forest,2018,2018-06-10,,,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,False,False,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0744,Forest,2018,2018-06-10,,,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Hairy Woodpecker,Picoides villosus,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 21,PRWI-0721,Forest,2018,2018-06-10,,,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,False,False,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,False,False,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Worm-eating Warbler,Helmitheros vermivorus,True,True,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0741,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Brown-headed Cowbird,Molothrus ater,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,False,True,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0742,Forest,2018,2018-06-10,,,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0689,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,20.3999996185303,89.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0689,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,False,False,20.3999996185303,89.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0689,Forest,2018,2018-06-10,,,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,False,True,20.3999996185303,89.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0689,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,False,True,20.3999996185303,89.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0691,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,20.2000007629395,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
PRWI,,PRWI 20,PRWI-0691,Forest,2018,2018-06-10,,,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,20.2000007629395,88.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
